operationId,path,verb,requiredPathParams,requiredHeaderParams,requiredQueryParams,requiredReqBodyParams,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CreateWorkflow,/#X-Amz-Target=AmazonMWAAServerless.CreateWorkflow,POST,,,,"DefinitionS3Location,Name,RoleArn",Creates a new workflow in Amazon Managed Workfl...,workflows,create_workflow,insert,,,,,
DeleteWorkflow,/#X-Amz-Target=AmazonMWAAServerless.DeleteWorkflow,POST,,,,WorkflowArn,Deletes a workflow and all its versions. This o...,workflows,delete_workflow,delete,,,,,
GetTaskInstance,/#X-Amz-Target=AmazonMWAAServerless.GetTaskInstance,POST,,,,"RunId,TaskInstanceId,WorkflowArn",Retrieves detailed information about a specific...,task_instances,get_task_instance,select,,,,,
GetWorkflow,/#X-Amz-Target=AmazonMWAAServerless.GetWorkflow,POST,,,,WorkflowArn,Retrieves detailed information about a workflow...,workflows,get_workflow,select,,,,,
GetWorkflowRun,/#X-Amz-Target=AmazonMWAAServerless.GetWorkflowRun,POST,,,,"RunId,WorkflowArn",Retrieves detailed information about a specific...,workflow_runs,get_workflow_run,select,,,,,
ListTagsForResource,/#X-Amz-Target=AmazonMWAAServerless.ListTagsForResource,POST,,,,ResourceArn,Lists all tags that are associated with a speci...,tags,list_tags_for_resource,select,,,,,
ListTaskInstances,/#X-Amz-Target=AmazonMWAAServerless.ListTaskInstances,POST,,,,"RunId,WorkflowArn",Lists all task instances for a specific workflo...,task_instances,list_task_instances,select,$.TaskInstances,,,,
ListWorkflowRuns,/#X-Amz-Target=AmazonMWAAServerless.ListWorkflowRuns,POST,,,,WorkflowArn,"Lists all runs for a specified workflow, with o...",workflow_runs,list_workflow_runs,select,$.WorkflowRuns,,,,
ListWorkflowVersions,/#X-Amz-Target=AmazonMWAAServerless.ListWorkflowVersions,POST,,,,WorkflowArn,"Lists all versions of a specified workflow, wit...",workflow_versions,list_workflow_versions,select,$.WorkflowVersions,,,,
ListWorkflows,/#X-Amz-Target=AmazonMWAAServerless.ListWorkflows,POST,,,,"RunId,WorkflowArn","Lists all workflows in your account, with optio...",workflows,list_workflows,select,$.Workflows,,,,
StartWorkflowRun,/#X-Amz-Target=AmazonMWAAServerless.StartWorkflowRun,POST,,,,WorkflowArn,Starts a new execution of a workflow. This oper...,workflow_runs,start_workflow_run,exec,,,,,
StopWorkflowRun,/#X-Amz-Target=AmazonMWAAServerless.StopWorkflowRun,POST,,,,"RunId,WorkflowArn",Stops a running workflow execution. This operat...,workflow_runs,stop_workflow_run,exec,,,,,
TagResource,/#X-Amz-Target=AmazonMWAAServerless.TagResource,POST,,,,"ResourceArn,Tags",Adds tags to an Amazon Managed Workflows for Ap...,tags,tag_resource,exec,,,,,
UntagResource,/#X-Amz-Target=AmazonMWAAServerless.UntagResource,POST,,,,"ResourceArn,TagKeys",Removes tags from an Amazon Managed Workflows f...,tags,untag_resource,exec,,,,,
UpdateWorkflow,/#X-Amz-Target=AmazonMWAAServerless.UpdateWorkflow,POST,,,,"DefinitionS3Location,RoleArn,WorkflowArn",Updates an existing workflow with new configura...,workflows,update_workflow,update,,,,,
